Category,Product Name,Location,Price,Overall Rating,Number Sold,Customer Rating,Customer Review,clean_review,Sentiment,sentiment_label,Emotion,emotion_label
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B27,Kota Tangerang,20000,4.9,6013,4,Tidak komunikatif. Wrn yg di pilih ga ada. Sdh chat conform minta kirim yg ada aja. Yg ga ada ga usa kirim. Malah di kirim wrn asal�.,komunikatif wrn pilih chat conform kirim usa kirim kirim wrn,Negative,0,Anger,4
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B26,Kota Tangerang,20000,4.9,6013,4,"barang dateng tidak sesuai dengan pesanan, beda warna",barang dateng sesuai pesan beda warna,Negative,0,Sadness,1
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B27,Kota Tangerang,20000,4.9,6013,2,barang tidak sesuai orderan,barang sesuai order,Negative,0,Sadness,1
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B28,Kota Tangerang,20000,4.9,6013,1,Kuteknya bahannya gak bagus..,kuteknya bahan bagus,Negative,0,Sadness,1
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B29,Kota Tangerang,20000,4.9,6013,1,"Cepet kelupas , br pake berapa jam doang padahal ?? mnding revlon sklian terjamin bgs",cepet kelupas br pakai jam mnding revlon sklian jamin bgs,Negative,0,Fear,2
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B30,Kota Tangerang,20000,4.9,6013,1,"Beli 3 barang, hanya dikirim 2. Saat komplain dijanjikan barang akan dikirim yg kurangnya. Ternyata dikembalikan uang. Sangat mengecewakan. Sepertinya tidak mau rugi bayar ongkir lagi,jd barang tdk dikirim.",beli barang kirim komplain janji barang kirim kurang kembali uang kecewa rugi bayar ongkos kirim jd barang kirim,Negative,0,Sadness,1
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,Kab. Serang,125000,4.9,14000,4,pengemasan perlu ditingkatkan,emas tingkat,Negative,0,Sadness,1
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,Kab. Serang,125000,4.9,14000,3,warnanya tdk sesuai ekspektasi,warna sesuai ekspektasi,Negative,0,Sadness,1
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,Kab. Serang,125000,4.9,14000,3,"ga tahan lama ternyata kalo dipake makan, masih jauh tahan lama merk sebelah",tahan pakai makan tahan merk belah,Negative,0,Fear,2
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,Kab. Serang,125000,4.9,14000,2,"maaf bukan ingin menjelekan, tp uang melayang barang tak sampai",maaf jelek uang layang barang,Negative,0,Fear,2
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,Kab. Serang,125000,4.9,14000,2,"pengiriman sehari ,awalnya beli ini krn ekspektasi kaya di review youtuber yg bilang awet, ga kering, ga lengket kalo di ketup ,tapi semua itu Ga bnr , Hanya Ringan ,wrn oxidize (turun menggelap) ,makan nasi sama ayam aja udh ilang bener setengah di bibir bawah",kirim hari beli ekspektasi kaya review youtuber bilang awet kering lengket ketup bnr ringan wrn oxidize turun gelap makan nasi ayam ilang bibir,Negative,0,Anger,4
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,Kab. Serang,125000,4.9,14000,2,warna tdk sesuai dg yg diinginkan,warna sesuai dg,Negative,0,Sadness,1
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,Kab. Serang,125000,4.9,14000,1,Barang yg dikirim gak sesuai promosi. Mengecewakan sekali!!!,barang kirim sesuai promosi kecewa,Negative,0,Anger,4
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,Kab. Serang,125000,4.9,14000,1,sangat mengecewakan barang dikirim tidak sesuai dengan deskripsi permintaan pembeli,kecewa barang kirim sesuai deskripsi minta beli,Negative,0,Sadness,1
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,Jakarta Barat,10000,4.8,7022,3,sudah sampai tapi tutupnya pecah ????,tutup pecah,Negative,0,Sadness,1
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,Jakarta Barat,10000,4.8,7022,2,hanya dikirim tutupnya saja,kirim tutup,Negative,0,Sadness,1
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,Jakarta Barat,10000,4.8,7022,1,"parahhh, barang rusak retak di komplain malah urusannya sgt ribet! tidak akan beli lagi d sini",parahh barang rusak retak komplain urus sgt ribet beli,Negative,0,Anger,4
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,Jakarta Barat,10000,4.8,7022,1,mengecewakan barangnya yang datang,kecewa barang,Negative,0,Sadness,1
Beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,Kab. Serang,95000,5.0,3447,5,Ada shimmer ?. Packaging aman ??. Proses pesanan cepat. Packaging rapi.,shimmer packaging aman proses pesan cepat packaging rapi,Positive,1,Happy,0
Beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,Kab. Serang,95000,5.0,3447,5,Respon penjualnya top. Proses pesanan cepat. Packaging rapi. Packaging aman ??. Penjualnya ramah banget.,respons jual bagus proses pesan cepat packaging rapi packaging aman jual ramah banget,Positive,1,Happy,0
Beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,Kab. Serang,95000,5.0,3447,4,Ada shimmer ?. Cocok buat warm tone.,shimmer sesuai warm tone,Positive,1,Happy,0
Beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,Kab. Serang,95000,5.0,3447,4,Cocok buat warm tone. Hasilnya awet. Cocok buat cool tone. Cocok di kulit kering. Cocok di kulit normal. Cocok di kulit kombinasi.,sesuai warm tone hasil awet sesuai cool tone sesuai kulit kering sesuai kulit normal sesuai kulit kombinasi,Positive,1,Happy,0
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,Kota Tangerang Selatan,169000,4.9,10400,5,Beneran waterproof. Bulu mata jadi lentik. Proses pesanan cepat. Packaging aman ??. Nggak menggumpal. Gampang dibersihkan. Packaging rapi.,beneran waterproof bulu lentik proses pesan cepat packaging aman gumpal gampang bersih packaging rapi,Positive,1,Happy,0
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,Kota Tangerang Selatan,169000,4.9,10400,5,Pengiriman cepat. Pesanan sesuai. Gak ada cacat. Packing aman ????,kirim cepat pesan sesuai cacat kemas aman,Positive,1,Happy,0
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,Kota Tangerang Selatan,169000,4.9,10400,5,"selalu repurchase deh buat produk ini... selain untuk bulu mata, ini juga oke banget buat ngerapihin alis akuuu dan tentunya terlihat natural yaaa",repurchase produk bulu banget ngerapihin alis akuu natural yaa,Positive,1,Love,3
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,Kota Tangerang Selatan,169000,4.9,10400,4,Bulu mata jadi lentik. Packaging rapi. Packaging aman ??. Proses pesanan cepat. Aplikator mudah dipakai.,bulu lentik packaging rapi packaging aman proses pesan cepat aplikator mudah pakai,Positive,1,Happy,0
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,Kota Tangerang Selatan,169000,4.9,10400,4,"thankyou! produknya bagus banget seperti biasa, dapet bonus foundation juga dan shadenya pun cocok. tapi pengiriman agak sedikit lama.",thankyou produk bagus banget dapet bonus foundation shadenya sesuai kirim,Positive,1,Happy,0
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,Jakarta Barat,15000,4.8,5289,5,Warnanya pekat. Penjualnya ramah banget. Desainnya lucu. Packaging aman ??. Packaging rapi. Respon penjualnya top. Proses pesanan cepat. Desainnya mewah. Aplikator mudah dipakai. Cocok di kulit kering. Cocok di kulit berminyak.,warna pekat jual ramah banget desain lucu packaging aman packaging rapi respons jual bagus proses pesan cepat desain mewah aplikator mudah pakai sesuai kulit kering sesuai kulit minyak,Positive,1,Happy,0
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,Jakarta Barat,15000,4.8,5289,5,"Packaging aman ??. Packaging rapi. Desainnya lucu. Respon penjualnya top. maap fotonya burem, soalnya ss dari video unboxing ??",packaging aman packaging rapi desain lucu respons jual bagus maap foto burem ss video unboxing,Positive,1,Love,3
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,Jakarta Barat,15000,4.8,5289,5,Cocok di kulit kering. Aplikator mudah dipakai. Packaging rapi. Packaging aman ??. Respon penjualnya top.,sesuai kulit kering aplikator mudah pakai packaging rapi packaging aman respons jual bagus,Positive,1,Happy,0
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,Jakarta Barat,15000,4.8,5289,5,Warnanya pekat. Aplikator mudah dipakai. Proses pesanan cepat.,warna pekat aplikator mudah pakai proses pesan cepat,Positive,1,Happy,0
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,Jakarta Barat,15000,4.8,5289,4,Desainnya mewah. Aplikator mudah dipakai.,desain mewah aplikator mudah pakai,Positive,1,Happy,0
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,Jakarta Barat,15000,4.8,5289,4,Aplikator mudah dipakai. Desainnya lucu. Warnanya pekat.,aplikator mudah pakai desain lucu warna pekat,Positive,1,Happy,0
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,Jakarta Barat,180000,4.9,9685,5,"barangnya bagus, cuman agak berdebu aja.",barang bagus cuman debu,Positive,1,Happy,0
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,Jakarta Barat,180000,4.9,9685,5,"Barang sesuai harapan, muat banyak barang sehingga membuat meja rias lebih rapi",barang sesuai harap muat barang meja rias rapi,Positive,1,Happy,0
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,Jakarta Barat,180000,4.9,9685,5,"barang sesuai, pengiriman cepat, recommended",barang sesuai kirim cepat recommended,Positive,1,Love,3
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,Jakarta Barat,180000,4.9,9685,5,makasih gun barang nya udh sampai sesuai pesanan..,terima kasih gun barang sesuai pesan,Positive,1,Happy,0
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,Jakarta Barat,180000,4.9,9685,4,barangny persis di gambar sesuai dg pesanan,barangny persis gambar sesuai dg pesan,Positive,1,Happy,0
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,Jakarta Barat,180000,4.9,9685,4,barangnya cukup bagus,barang bagus,Positive,1,Happy,0
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,Jakarta Barat,180000,4.9,9685,4,"barang sesuai pesanan, free sticker lucu, packing kurang aman, tp barang mulus no cacat tp bnyk debu ny jd harus di bersihin lg supaya bersih ??????",barang sesuai pesan free sticker lucu kemas aman barang mulus no cacat bnyk debu ny jd bersihin lg bersih,Positive,1,Happy,0
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Kab. Serang,120000,4.9,3055,5,Packaging rapi. Proses pesanan cepat. Packaging aman ??. Gampang dibawa-bawa.,packaging rapi proses pesan cepat packaging aman gampang bawa bawa,Positive,1,Happy,0
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Kab. Serang,120000,4.9,3055,5,Pengiriman cepat. Pesanan sesuai. Gak ada cacat. Packing aman ????,kirim cepat pesan sesuai cacat kemas aman,Positive,1,Happy,0
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Kab. Serang,120000,4.9,3055,5,Coverage-nya full � Proses pesanan cepat Packaging aman ?? Awet buat seharian ??,coverage full proses pesan cepat packaging aman awet hari,Positive,1,Happy,0
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Kab. Serang,120000,4.9,3055,5,Awet buat seharian ??. Puff-nya mudah dipakai. Gampang dibawa-bawa. Makeup jadi tahan lama. Proses pesanan cepat. Packaging aman ??.,awet hari puff mudah pakai gampang bawa bawa makeup tahan proses pesan cepat packaging aman,Positive,1,Happy,0
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Kab. Serang,120000,4.9,3055,4,"Gampang dibawa-bawa, terlalu imut ukurannya",gampang bawa bawa imut ukur,Positive,1,Love,3
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Kab. Serang,120000,4.9,3055,4,Gampang dibawa-bawa. Awet buat seharian ??. Proses pesanan cepat.,gampang bawa bawa awet hari proses pesan cepat,Positive,1,Happy,0
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Kab. Serang,120000,4.9,3055,4,Penjualnya ramah banget Packaging aman ??,jual ramah banget packaging aman,Positive,1,Happy,0
Beauty,Garnier Men Complete Package Mask Pack of 5,Kota Tangerang Selatan,117500,4.9,4008,5,Proses pesanan cepat.....terima kasih,proses pesan cepat terima kasih,Positive,1,Happy,0
Beauty,Garnier Men Complete Package Mask Pack of 6,Kota Tangerang Selatan,117500,4.9,4008,5,Packaging simpel. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top.,packaging simpel jual ramah banget proses pesan cepat packaging aman packaging rapi respons jual bagus,Positive,1,Happy,0
Beauty,Garnier Men Complete Package Mask Pack of 7,Kota Tangerang Selatan,117500,4.9,4008,5,Packaging simpel. Proses pesanan cepat. Packaging aman ??. Packaging rapi.,packaging simpel proses pesan cepat packaging aman packaging rapi,Positive,1,Happy,0
Beauty,Garnier Men Complete Package Mask Pack of 8,Kota Tangerang Selatan,117500,4.9,4008,5,Nyaman di kulit. Kulit jadi glowing ?. Penjualnya ramah banget. Packaging simpel. Packaging aman ??.,nyaman kulit kulit glowing jual ramah banget packaging simpel packaging aman,Positive,1,Happy,0
Beauty,Garnier Men Complete Package Mask Pack of 9,Kota Tangerang Selatan,117500,4.9,4008,4,"Pengiriman lambat, tidak sesuai jadwal, tetapi puas.",kirim lambat sesuai jadwal puas,Positive,1,Happy,0
Beauty,Garnier Men Complete Package Mask Pack of 10,Kota Tangerang Selatan,117500,4.9,4008,4,Barang aman cuman pengiriman lama,barang aman cuman kirim,Positive,1,Happy,0
Beauty,Garnier Men Complete Package Mask Pack of 11,Kota Tangerang Selatan,117500,4.9,4008,4,barang sesuai diskripsi... kulit muka jd bersih lembut d halus... rekomen bwt cowok mantabs,barang sesuai skripsi kulit muka jd bersih lembut halus rekomendasi bwt cowok mantabs,Positive,1,Love,3
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Jakarta Barat,125000,4.9,4294,5,"cepet bgt pengiriman ny , cma shari nyampee??, masker ny enak bgt d pake , mudah�an jerawat ku g muncul lgiNyaman di kulit. Proses pesanan cepat.",cepet banget kirim ny cma shari nyampee masker ny banget pakai mudah an jerawat muncul lginyaman kulit proses pesan cepat,Positive,1,Love,3
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Jakarta Barat,125000,4.9,4294,5,Nyaman di kulit. Packaging simpel. Proses pesanan cepat. Packaging aman ??. Packaging rapi.,nyaman kulit packaging simpel proses pesan cepat packaging aman packaging rapi,Positive,1,Happy,0
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Jakarta Barat,125000,4.9,4294,5,Proses pesanan cepat Packaging aman ??,proses pesan cepat packaging aman,Positive,1,Happy,0
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Jakarta Barat,125000,4.9,4294,5,Nyaman di kulit Proses pesanan cepat Packaging aman ?? Packaging rapi Respon penjualnya top,nyaman kulit proses pesan cepat packaging aman packaging rapi respons jual bagus,Positive,1,Happy,0
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Jakarta Barat,125000,4.9,4294,4,Orderan sesuai dan packing juga aman.,order sesuai kemas aman,Positive,1,Happy,0
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Jakarta Barat,125000,4.9,4294,4,"barangnya bagus, tebal, dapet best deal juga kmrn. mama suka aku pun suka??",barang bagus tebal dapet best deal kemarin mama suka suka,Positive,1,Love,3
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,Kota Tangerang Selatan,130000,4.9,4615,5,puas selalu belanja disini,puas belanja,Positive,1,Happy,0
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,Kota Tangerang Selatan,130000,4.9,4615,5,"Cepat meresap. packaging baik tidak bocor, pengiriman jg cepat, beli karena ntn live di tokped, thanks seller",cepat resap packaging bocor kirim cepat beli ntn live tokped terima kasih jual,Positive,1,Happy,0
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,Kota Tangerang Selatan,130000,4.9,4615,5,baru mau nyoba varian micelar water nya .. semoga cocok kayak varian micro essence nya loreal ini .. dapat harga diskon pulak .. makin cintaaa .. pengiriman juga aman dan tepat waktu .. terimakasih tokped dan loreal ??,nyoba varian micelar water moga sesuai kayak varian micro essence loreal harga diskon pulak cintaa kirim aman terimakasih tokped loreal,Positive,1,Love,3
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,Kota Tangerang Selatan,130000,4.9,4615,4,barang udah nyampe makasih gan,barang nyampe terima kasih gan,Positive,1,Happy,0
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,Kota Tangerang Selatan,130000,4.9,4615,4,"Tepat waktu, harga cukup bersahabat & masih dpt bonus jg",harga sahabat dpt bonus,Positive,1,Happy,0
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),Kota Tangerang Selatan,65000,4.9,6132,5,mantap datang lengkap sesuai dengan orderan saya. dan saya puas belanja disini selama dapat cashback gede ??,mantap lengkap sesuai order puas belanja cashback gede,Positive,1,Happy,0
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),Kota Tangerang Selatan,65000,4.9,6132,5,"BAGUUUSSSS PACKING RAPUI, CEPAT SAMPAI, TERIMAKASIH SELLER.... SUKSES SELALUU...",baguuss kemas rapu cepat terimakasih jual sukses selaluu,Positive,1,Love,3
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),Kota Tangerang Selatan,65000,4.9,6132,5,Pengemasan rapi dan aman...hny pengiriman yg agak lewat krn sdh kemalaman jd tunggu berikutnya baru sampai tks,emas rapi aman hny kirim malam jd tunggu terima kasih,Positive,1,Happy,0
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 25,Jakarta Pusat,14000,4.9,7597,5,"masker sudah sampai, sesuai pesanan. packing baik. sukses selalu kak. makasih",masker sesuai pesan kemas sukses kak terima kasih,Positive,1,Happy,0
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 26,Jakarta Pusat,14000,4.9,7597,5,"kiriman sdh sampai....proses n pengiriman cepat, barang bagus sesuai pesanan n packing rapih...terima kasih, kak",kirim proses kirim cepat barang bagus sesuai pesan kemas rapih terima kasih kak,Positive,1,Happy,0
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 27,Jakarta Pusat,14000,4.9,7597,5,Barang ok.. pengiriman cepat.. packaging aman dan rapi,barang kirim cepat packaging aman rapi,Positive,1,Happy,0
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 28,Jakarta Pusat,14000,4.9,7597,5,mantep pake segel.. asli..,mantap pakai segel original,Positive,1,Happy,0
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 29,Jakarta Pusat,14000,4.9,7597,4,"selalu pilih daily masker onemed, tapi packing dan pengiriman harus lebih dipercepat lagi. top pokoknya. terimakasih",pilih daily masker onemed kemas kirim cepat bagus pokok terimakasih,Positive,1,Happy,0
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 30,Jakarta Pusat,14000,4.9,7597,4,lumayan Positive,lumayan positive,Positive,1,Happy,0
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,5,pengiriman cepat kualitas barang bagus wanginya juga oke,kirim cepat kualitas barang bagus wangi,Positive,1,Happy,0
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,5,bagus barangnya,bagus barang,Positive,1,Happy,0
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,5,"Barang sesuai pesanan, diantar sesuai waktu yg dijanjikan, recommended seller!",barang sesuai pesan antar sesuai janji recommended jual,Positive,1,Happy,0
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,5,baunya sereh bangett.buat yg suka.cocok nihh..pengiriman rapih n aman.,bau sereh bangett suka sesuai nihh kirim rapih aman,Positive,1,Love,3
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,4,"kemasan rapih,pengiriman cepat,semoga cocok",kemas rapih kirim cepat moga sesuai,Positive,1,Happy,0
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,Kota Bandung,28000,4.9,3059,4,"Penjual koperatif, pengiriman lmyn cpt, bau ny harum seperti di hotel",jual koperatif kirim lmyn cpt bau ny harum hotel,Positive,1,Happy,0
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,5,"Pengiriman cepat, packing aman.Produk disukai enak dan melengkapi asupan nutrisi yang diperlukan untuk pertumbuhan dan menjaga kesehatan.",kirim cepat kemas aman produk suka lengkap asupan nutrisi tumbuh jaga sehat,Positive,1,Happy,0
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,5,mantaap barang datang dengab cepat,mantaap barang dengab cepat,Positive,1,Happy,0
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,5,"produk sudah di Terima dgn baik, exp aman masih jauh. thx soho",produk terima exp aman terima kasih soho,Positive,1,Happy,0
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,5,"barang sudah sampai, packing aman pke bublewrap, pengiriman cepat, pesan kmren pgi, tdi pgi udh datang lgi, kurir ramah dan langganan, terimakasih tokopedia",barang kemas aman pke bublewrap kirim cepat pesan kmren pgi tdi pgi lgi kurir ramah langgan terimakasih tokopedia,Positive,1,Happy,0
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,5,"stok vitamin wajib di luar perMaduan ???? ikhtiar menjaga kesehatan. sempat ketar ketir karna packing hnya bubble wrap tnp dus/ air pouch, tp pas unboxing alhamdulillah aman semua, ED jauh. smp dlm keadaan selamat. thanks bgt seller ??????",stok vitamin wajib madu ikhtiar jaga sehat ketar tir kemas hnya bubble wrap tnp dus air pouch pas unboxing alhamdulillah aman ed smp dlm selamat terima kasih banget jual,Positive,1,Love,3
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,4,alhamdulillah barang dtg dlam keadaan aman tidak pecah,alhamdulillah barang dtg dlam aman pecah,Positive,1,Happy,0
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,5,Tq paket na sudah sampe smoga soho sering2 promo ya ??,terima kasih paket na sampe smoga soho promo,Positive,1,Happy,0
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Jakarta Timur,65604,4.9,12300,5,"baik, cepat pengiriman",cepat kirim,Positive,1,Happy,0
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5,"Produk mantap, sesuai deskripsi dan foto, seller garcep, tokopedia terbaik ????Mampir-mampir ke lapak kita juga ya gaes untuk produk BAGUS dengan harga SPESIAL lainnya ??",produk mantap sesuai deskripsi foto jual garcep tokopedia baik mampir mampir lapak gaes produk bagus harga spesial,Positive,1,Happy,0
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5,"udah langgganan banget belanja imboost disini, semoga laris manis jualannya ya kak. terima kasih ????????????????????????",langgan banget belanja imboost moga laris manis jual kak terima kasih,Positive,1,Love,3
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5,Barang sesuai pesanan dan dikirim cepat,barang sesuai pesan kirim cepat,Positive,1,Happy,0
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5,original mantappss,original mantappss,Positive,1,Love,3
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5,Kualitas produk sangat bagus.Respon penjual sangat cepat dan ramah.Pengiriman aman sampai tujuan.Terima kasih Tokopedia.,kualitas produk bagus respons jual cepat ramah kirim aman tuju terima kasih tokopedia,Positive,1,Happy,0
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5,Barang diterima dengan baik. Terimakasihh ya... semoga bermanfaat.,barang terima terimakasihh moga manfaat,Positive,1,Happy,0
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5,Kualitas produk sangat bagus.Respon penjual sangat ramah.,kualitas produk bagus respons jual ramah,Positive,1,Happy,0
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Jakarta Timur,43000,4.9,33200,5,Kirim Cepat Barang Ori Paking Rapi,kirim cepat barang original paking rapi,Positive,1,Happy,0
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Jakarta Barat,580000,5.0,9852,5,puas ini mao pesen lagi ya kak,puas mao sen kak,Positive,1,Happy,0
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Jakarta Barat,580000,5.0,9852,5,kesekian kalinya pesen ini produk..sangat bagus untuk membantu proses diet..dan pengiriman sangat cepat.,sekian kali sen produk bagus bantu proses diet kirim cepat,Positive,1,Happy,0
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Jakarta Barat,580000,5.0,9852,5,"Pelayanan cepat, barang sesuai dan service bagus",layan cepat barang sesuai service bagus,Positive,1,Happy,0
